rid,time,lon,lat,depth,mag,FI,APF,skew,band_skew,kurt,band_kurt,evt_type
60616358,2007-01-13T05:17:19.990000Z,-165.9555,54.149,2770.0,0.1,0.07399771226250809,7.450199203187251,0.8168631707356068,0.9783223206529242,4.06052577811782,4.534790133730848,VT
60616368,2007-01-13T05:19:36.370000Z,-165.9475,54.13966666666666,4240.0,-0.2,-0.1746102041721633,4.302788844621515,1.196658695475432,1.1538271553223243,5.313663448009138,4.249624259402632,Uncertain
60616373,2007-01-13T05:20:39.390000Z,-165.9525,54.141333333333336,4290.0,0.3,0.10925245285467598,7.9282868525896415,0.4982562720999756,0.4238080920669413,2.7479685344737828,2.452930330361431,VT
60616378,2007-01-13T05:21:52.500000Z,-165.95233333333334,54.14216666666667,3130.0,0.3,0.1480025735766222,9.08366533864542,0.5014646581337864,0.31305091953400044,2.6378494646484913,2.5989221809024428,VT
60618083,2007-01-20T00:12:10.570000Z,-165.99033333333333,54.145833333333336,2170.0,0.0,0.062446898495076335,6.852589641434264,0.22993673783755358,-0.07175501108953701,1.7847286723894584,2.2233554489774794,VT
60618548,2007-01-21T09:16:02.630000Z,-165.97833333333332,54.151833333333336,2150.0,-0.1,-0.16906454976011961,3.3466135458167328,0.8963833795426535,0.42047913452837704,3.446577480103537,2.951140409461886,Uncertain
60618553,2007-01-21T09:16:08.320000Z,-165.96483333333333,54.145,3330.0,0.6,0.20857674319319747,6.932270916334661,0.9026384389726606,0.7809942398515116,3.408268003117198,2.8617852000579664,VT
60620973,2007-01-27T07:19:28.160000Z,-166.0245,54.117666666666665,19860.0,1.8,-0.9194397890195998,1.7928286852589643,2.9213140791582233,1.9676175892525138,11.869627718532755,6.271586538084012,DLP
60607633,2007-02-01T18:12:06.290000Z,-165.96366666666665,54.123333333333335,4350.0,0.3,0.09055782856834983,7.649402390438247,1.3279695487138505,0.9408152783839604,7.27359007535784,3.66771498119548,VT
60607673,2007-02-01T22:21:24.840000Z,-165.96483333333333,54.12266666666667,5310.0,0.6,0.135086019918334,7.888446215139441,0.41956351309254114,0.4347599798588096,2.4240335847383117,2.292908606512866,VT
60607688,2007-02-02T00:44:36.850000Z,-165.96316666666667,54.12266666666667,5090.0,0.5,0.06903577467480716,7.131474103585657,1.1251611371015784,0.3779536445675567,4.778617742642365,2.1869073526483422,VT
60607933,2007-02-03T15:12:15.420000Z,-165.967,54.117666666666665,5880.0,1.1,-0.028735996719709875,5.298804780876494,0.6452545474340599,0.6057702739635844,2.6663526166457796,2.9647077517278047,Uncertain
60607958,2007-02-03T18:23:42.450000Z,-165.97433333333333,54.1215,6710.0,2.0,-0.17729869525960124,4.50199203187251,1.2829125360216047,1.1132081779978982,4.630000328593198,3.8802796697393305,Uncertain
60607993,2007-02-03T21:08:14.650000Z,-165.953,54.122,4180.0,1.3,-0.07458537397897083,4.860557768924304,0.6105668722698937,0.5346181477872379,2.634058277610029,2.444762281134751,Uncertain
60608188,2007-02-04T22:21:44.880000Z,-165.97766666666666,54.11816666666667,8270.0,1.5,-0.049431235384368374,5.0199203187251,0.5681620851241468,0.5265518546534945,2.617893305653323,2.663713658924979,Uncertain
60608283,2007-02-05T08:29:38.050000Z,-165.96066666666667,54.1215,5750.0,1.0,-0.04101040388878237,4.621513944223108,0.589865979334306,0.8752924630651941,2.9175522690966,3.4237453477150104,Uncertain
60609833,2007-02-14T10:02:45.770000Z,-165.94583333333333,54.1215,14890.0,1.0,0.003000300685746933,3.8247011952191237,0.9759773290268707,-0.03347811142799638,3.3974208169324918,2.0028551126169,VT
60611468,2007-02-22T10:19:33.900000Z,-165.97083333333333,54.15383333333333,3640.0,0.0,0.019659026767693263,4.46215139442231,0.22870363974855693,0.06414204036898839,2.0679559576284725,2.6584207317240818,VT
60568608,2007-05-02T09:56:52.050000Z,-165.96,54.14816666666667,1890.0,0.4,-0.18367551683742792,3.8247011952191245,1.4554362625419153,1.1989681502241842,5.3188008371570925,3.9703433771350047,Uncertain
60583728,2007-05-28T22:08:46.000000Z,-166.03466666666668,54.124,4460.0,1.1,0.06875417916760468,4.9402390438247,0.6161584953077212,-0.0001323493413554087,2.5313233875257954,2.214831142253636,VT
60552553,2007-06-01T19:46:12.500000Z,-165.95333333333335,54.13616666666667,3130.0,0.8,-0.10154096399022297,5.577689243027889,0.7166804084348349,0.4753415148951985,2.643179051870648,2.773481377718457,Uncertain
60560208,2007-06-16T01:14:04.180000Z,-166.02433333333335,54.18933333333333,5640.0,0.9,0.15775456917238143,6.254980079681275,0.5888620827968837,0.19836409392503154,2.3130028482372276,2.9384382904767055,VT
60565558,2007-06-28T08:16:35.630000Z,-165.933,54.13966666666666,5520.0,0.5,0.2786550856657689,7.609561752988048,0.5087775231993533,-0.033009256655118724,2.171597825252092,2.2662441031254006,VT
